text_original,video_source,text_clean,sentiment
"Belanda yang gapernah juara dunia diikutin
 Coba ikutin brazil ato argentina yang udh langganan juara
 Gaya main amerika latin cocok banget diterapin di Indonesia",Youtube,belanda yang gapernah juara dunia diikutin coba ikutin brazil ato argentina yang sudah langganan juara gaya main amerika latin cocok banget diterapin di indonesia,positive
"Saya gak jago main bola,tp melihat kualitas mauro yg di gadang2 jd ujung tombak ternyata buruk sekali.gerakannya letoy tdk bs lari tdk bs mengolah bola.padahal ini pemain kualitas eropa.insting sbg striker sama sekali tidak ada.haseuuuuuuh.....",Youtube,saya tidak jago main bola tp melihat kualitas mauro yang di gadang jd ujung tombak ternyata buruk sekali gerakannya letoy tidak bs lari tidak bs mengolah bola padahal ini pemain kualitas eropa insting sbg striker sama sekali tidak ada haseuuuuuuh,negative
"Bukan postingan pujian untuk Shin Tae-yong!
 
 
 
 Dulu, piala dunia hanya angan-angan saja bagi sepakbola bangsa ini!
 
 
 
 Tak ada nama Indonesia di daftar jagoan kita di ajang sepakbola terbesar sedunia tersebut. Kita lebih pilih Brazil, Jerman, atau memilih Argentina sebagai tim favorit.
 
 
 
 Hingga akhirnya, Shin Tae-yong, manusia dari Korea Selatan ini membawa kita pada harapan lolos ke ajang tersebut. Piala dunia menjadi sangat dekat dengan kita.
 
 
 
 Babak demi babak, pertandingan demi pertandingan kita jalani bersama. Gairah suporter, semangat masyarakat untuk Timnas Indonesia kembali lagi ketika melihat sang Garuda di bawah asuhan Bapak-bapak dari Korea Selatan ini.
 
 
 
 Shin Tae-yong, membawa kita pada semangat nonton Timnas, pada rasa optimis menang di setiap pertandingan.
 
 
 
 Bahkan ingatkah kamu? Saat laga melawan Argentina pun kita tak ciut nyali, tak berkecil hati, kita pede untuk dapat kemenangan meskipun hasilnya kita takluk 2-0 dari juara dunia tersebut.
 
 
 
 Kita pede masuk pildun! Kita menjuluki skuad Garuda ini 'KING INDO!'
 
 
 
 .....
 
 
 
 Namun, semuanya berbelok arah! Ketika Shin Tae-yong dipecat dari tim yang sudah ia bangun kurang lebih lima tahun! Ia dilengserkan saat tengah menggendong sepakbola bangsa ini ke tingkat yang lebih tinggi. 
 
 
 
 Ia difitnah, dijatuhkan, dijeleki, bahkan dibuat acara tv hanya untuk membahas dirinya yang disebut tak pernah dapat trofi bersama timnas bangsa ini.
 
 
 
 Shin Tae-yong diputus hubungannya dengan kontrak yang belum lama diperpanjang!
 
 
 
 Shin Tae-yong, pelatih yang tidak sempurna, dengan permainan yang mengandalkan serangan balik, yang disebut tak pernah bermain indah!
 
 
 
 Shin Tae-yong pergi dengan narasi tak sejalan lagi, ruang ganti panas, katanya! Para pemain tak akur! Para pemain mengadakan pertemuan sendiri tanpa pelatih! Naninunaninu Shin Tae-yong out!
 
 ....
 
 
 
 Kemudian, pelatih baru datang, pelatih dari Belanda, legenda Barcelona disebutnya. Patrick Kluivert, pelatih asal Netherland, pelatih dengan banyak staf. Pelatih yang datang bukan dengan iringan harapan, namun dengan banyak pertanyaan, ""mengapa harus dia?""
 
 
 
 Pelatih yang melakukan sesi interview di saat hari raya natal. Pelatih yang saat pengumuman resminya di Instagram, menampilkan dirinya saat masih jadi pemain bola, bukan juru taktik sepakbola.
 
 
 
 Datang dengan banyak rekan kerjanya. Sebuah staf kepelatihan yang oleh orang penting di PSSI disebut 'skuad kepelatihan terbaik'
 
 
 
 Sebagimana kedatangannya, debutnya nenangani tim Garuda tak mulus. Kekalahan telak 5-1 atas tuan rumah Australia menjadi awal menyakitkan bagi Kluivert menangani timnas Indonesia.
 
 
 
 Singkat cerita, kita berhasil loloske round 4. Dua pertandingan penting melawan Arab Saudi dan Irak menjadi tantangan, menjadi 180 menit yang menentukan. Menjadi laga hidup dan mati menuju ajang tertinggi.
 
 
 
 Hingga akhirnya, KITA KALAH DUA KALI! 
 
 
 
 Mimpi kita mati. Harapan kita hancur. Angan-angan menjagokan bangsa sendiri di Piala Dunia betul-betul tak akan terlaksana di 2026 nanti!
 
 
 
 Semuanya berantakan! 
 
 
 
 Memang tak ada yang menginginkan Timnas hancur lebur di Saudi. Namun, bagaikan racun, federasi menciptakan resep racunnya sendiri. Menaruhnya pada masakan harapan kita yang sudah hampir matang.
 
 
 
 Kini, saya, mungkin juga kamu, sedang melamun. Lalu ada pertanyaan di dalam hati 'kalau akhirnya harus gagal, mengapa tak bersama Shin Tae-yong saja?'
 
 
 
 Tak memuja dia, tak jadi buzzernya, tapi, 'mengapa bukan sama Shin Tae-yong saja?'
 
 
 
 SUMBER : akun yt channel @khoirkun",Youtube,bukan postingan pujian untuk shin tae yong dulu piala dunia hanya angan angan saja bagi sepakbola bangsa ini tidak ada nama indonesia di daftar jagoan kita di ajang sepakbola terbesar sedunia tersebut kita lebih pilih brazil jerman atau memilih argentina sebagai tim favorit hingga akhirnya shin tae yong manusia dari korea selatan ini membawa kita pada harapan lolos ke ajang tersebut piala dunia menjadi sangat dekat dengan kita babak demi babak pertandingan demi pertandingan kita jalani bersama gairah suporter semangat masyarakat untuk timnas indonesia kembali lagi ketika melihat sang garuda di bawah asuhan bapak bapak dari korea selatan ini shin tae yong membawa kita pada semangat nonton timnas pada rasa optimis menang di setiap pertandingan bahkan ingatkah kamu saat laga melawan argentina pun kita tidak ciut nyali tidak berkecil hati kita pede untuk dapat kemenangan meskipun hasilnya kita takluk dari juara dunia tersebut kita pede masuk pildun kita menjuluki skuad garuda ini king indo namun semuanya berbelok arah ketika shin tae yong dipecat dari tim yang sudah ia bangun kurang lebih lima tahun ia dilengserkan saat tengah menggendong sepakbola bangsa ini ke tingkat yang lebih tinggi ia difitnah dijatuhkan dijeleki bahkan dibuat acara tv hanya untuk membahas dirinya yang disebut tidak pernah dapat trofi bersama timnas bangsa ini shin tae yong diputus hubungannya dengan kontrak yang belum lama diperpanjang shin tae yong pelatih yang tidak sempurna dengan permainan yang mengandalkan serangan balik yang disebut tidak pernah bermain indah shin tae yong pergi dengan narasi tidak sejalan lagi ruang ganti panas katanya para pemain tidak akur para pemain mengadakan pertemuan sendiri tanpa pelatih naninunaninu shin tae yong out kemudian pelatih baru datang pelatih dari belanda legenda barcelona disebutnya patrick kluivert pelatih asal netherland pelatih dengan banyak staf pelatih yang datang bukan dengan iringan harapan namun dengan banyak pertanyaan mengapa harus dia pelatih yang melakukan sesi interview di saat hari raya natal pelatih yang saat pengumuman resminya di instagram menampilkan dirinya saat masih jadi pemain bola bukan juru taktik sepakbola datang dengan banyak rekan kerjanya sebuah staf kepelatihan yang oleh orang penting di pssi disebut skuad kepelatihan terbaik sebagimana kedatangannya debutnya nenangani tim garuda tidak mulus kekalahan telak atas tuan rumah australia menjadi awal menyakitkan bagi kluivert menangani timnas indonesia singkat cerita kita berhasil loloske round dua pertandingan penting melawan arab saudi dan irak menjadi tantangan menjadi menit yang menentukan menjadi laga hidup dan mati menuju ajang tertinggi hingga akhirnya kita kalah dua kali mimpi kita mati harapan kita hancur angan angan menjagokan bangsa sendiri di piala dunia betul betul tidak akan terlaksana di nanti semuanya berantakan memang tidak ada yang menginginkan timnas hancur lebur di saudi namun bagaikan racun federasi menciptakan resep racunnya sendiri menaruhnya pada masakan harapan kita yang sudah hampir matang kini saya mungkin juga kamu sedang melamun lalu ada pertanyaan di dalam hati kalau akhirnya harus gagal mengapa tidak bersama shin tae yong saja tidak memuja dia tidak jadi buzzernya tapi mengapa bukan sama shin tae yong saja sumber akun yt channel khoirkun,neutral
"Seharusnya MMG bgitu.
 Meminta coach STY melatih dan dikontrak sampai 2027 ya lihatlah sampai selesai terlepas berhasil atau gagal dikualifikasi.
 Hargai kontrak dan perlakuan sty dg baik.
 Ini harga diri bangsa...memperlakukan sty seperti itu ....rasanya menggunting dalam lipatan....",Youtube,seharusnya mmg bgitu meminta coach sty melatih dan dikontrak sampai ya lihatlah sampai selesai terlepas berhasil atau gagal dikualifikasi hargai kontrak dan perlakuan sty dg baik ini harga diri bangsa memperlakukan sty seperti itu rasanya menggunting dalam lipatan,neutral
pelatihnya aja mantan pemain Barca kaya mana mau menang ni Indonesia,Tiktok,pelatihnya saja mantan pemain barca kaya mana mau menang ni indonesia,positive
",,lebih pantas Persib ajh bawa ke seagame,era kegelapan timnas di mulai kembali,,kocak😢😢",Youtube,lebih pantas persib ajh bawa ke seagame era kegelapan timnas di mulai kembali kocak,neutral
RIP 🪦 timnas indonesia...,Youtube,rip timnas indonesia,neutral
"udah terbiasa liat timnas gacor, liat maennya skrng ampun jauh bgt dari espektasi,, lebih menarik nonton liga satu sama persib",Youtube,sudah terbiasa liat timnas gacor liat maennya sekarang ampun jauh banget dari espektasi lebih menarik nonton liga satu sama persib,neutral
"Ini mah timnas sengaja di bikin ancur,..ada sesuatu di pssi.terutama tean exsco nya.pemain semua itu",Youtube,ini mah timnas sengaja di membuat ancur ada sesuatu di pssi terutama tean exsco nya pemain semua itu,negative
Bener sih itu setuju gk setuju Sty tetep kaga balik 😂😂,Youtube,benar sih itu setuju tidak setuju sty tetep kaga balik,neutral
Semenjak sty dipecat timnas Indonesia 1/1 hancur lebur dgn kepelatihan terbaik pssi😂 pantas target seagames cuma perak dari PSSI ternyata lolos fase grup sj hancur lebur dipermalukan oleh Filipina dan Myanmar,Youtube,semenjak sty dipecat timnas indonesia hancur lebur dgn kepelatihan terbaik pssi pantas target seagames cuma perak dari pssi ternyata lolos fase grup sj hancur lebur dipermalukan oleh filipina dan myanmar,negative
Membangin timnas dari minus hingga diajari caranya passing sampai berjuang di Kualifikasi pildun. Terimakasih jasamu coach STY. ❤,Youtube,membangin timnas dari minus hingga diajari caranya passing sampai berjuang di kualifikasi pildun terimakasih jasamu coach sty,positive
"Semenjak sty di pecat nonton Indonesia sekarang macam nonton tarkam, TDK ada tiki Taka macam dulu😢",Youtube,semenjak sty di pecat nonton indonesia sekarang macam nonton tarkam tidak ada tiki taka macam dulu,negative
GENERASI ERA TIMNAS AANNJINNNGGG...,Youtube,generasi era timnas aannjinnnggg,neutral
Juara bertahan... Lembek...,Youtube,juara bertahan lembek,positive
"Mnrt Sy grafik STY sdh mengalami puncaknya jadi skrg tinggal menurunnya terbukti dg keputusannya wkt melawan China shg, knp dia tdk mau dikritik? Sbg pelatih handal dia hrs menerima kritik dr segala fihak termasuk pemain, kesalahan fatalnya diikutin dg menurunkan pemain junior di AFF, jiwa superiornya meluntur, shrs dia mempertahankan ranking FIFAnya yg cukup tinggi agar tetap stabil apapun resikonys, shg tdk diremehkan org krn para pemain sdh siap dg segala resiko jadi se-olah2 tdk percaya kpd squadnya yg siap bertanding, Dan parahnya menjadi tertawaan team lain.",Youtube,mnrt saya grafik sty sudah mengalami puncaknya jadi sekarang tinggal menurunnya terbukti dg keputusannya wkt melawan china shg knp dia tidak mau dikritik sbg pelatih handal dia hrs menerima kritik dari segala fihak termasuk pemain kesalahan fatalnya diikutin dg menurunkan pemain junior di aff jiwa superiornya meluntur shrs dia mempertahankan ranking fifanya yang cukup tinggi agar tetap stabil apapun resikonys shg tidak diremehkan org krn para pemain sudah siap dg segala resiko jadi se olah tidak percaya kpd squadnya yang siap bertanding dan parahnya menjadi tertawaan team lain,negative
"hoi, anak2, BERFIKIR LUASLAH & JGN KEPALA BATU. APAPUN BISA TERJADI DLM OLAHRAGA
 itu di cabor BADMINTON SEAGAMES wr#60an dunia dari Indonesia zaki ubaidillah bisa mengalahkan kandidat emas & mantan juara dunia dari Singapura Loh kean Yew wr#10 dunia. APAPUN BISA TERJADI. BERFIKIR LUAS & JANGAN KEPALA BATU",Youtube,hoi anak berfikir luaslah jgn kepala batu apapun bisa terjadi dlm olahraga itu di cabor badminton seagames wr an dunia dari indonesia zaki ubaidillah bisa mengalahkan kandidat emas mantan juara dunia dari singapura loh kean yew wr dunia apapun bisa terjadi berfikir luas jangan kepala batu,positive
Bagus..Upin Ipin.joooossss,Youtube,bagus upin ipin joooossss,positive
"STY udah terima jadi Witan yg sudah berprestasi luar biasa di era Indra Syafri & Fahri. Begitu juga pemain Timnas lainya seperti Ernando Ari, Egy, Asnawi, dan lsinnya juga Pemain-2 binaan Persebaya seperti Rizky Ridho, Marcelino dll. STY sukses hanya memanen generasi emas Indonesia. Yg sebelumnya sudah bisa mengalahkan Iran 2:0, UEA 4:1 bahkan Korsel di era Indra Syafri dikalahkan Timnas 3:2. Kalau tidak ada kemelut PSSI, Timnas jauh lebih baik dari era STY.",Youtube,sty sudah terima jadi witan yang sudah berprestasi luar biasa di era indra syafri fahri begitu juga pemain timnas lainya seperti ernando ari egy asnawi dan lsinnya juga pemain binaan persebaya seperti rizky ridho marcelino dll sty sukses hanya memanen generasi emas indonesia yang sebelumnya sudah bisa mengalahkan iran uea bahkan korsel di era indra syafri dikalahkan timnas kalau tidak ada kemelut pssi timnas jauh lebih baik dari era sty,positive
respect shh sama kiper MyanmarðŸ¤•,Tiktok,respect shh sama kiper myanmar,neutral
hanya pandangan gw ya. klo pelatih saat ini belum ada terlihat Sama sekali kemistri dengan pemain. kerna gw yakin itu salah satu faktor penting untuk visi permainan dan semangat pemain ðŸ¤—,Tiktok,hanya pandangan saya ya klo pelatih saat ini belum ada terlihat sama sekali kemistri dengan pemain kerna saya yakin itu salah satu faktor penting untuk visi permainan dan semangat pemain,positive
"Nmbh 1 lg, tim yg dikalahkan MU tim yg mainin Isak 😂",Youtube,nmbh lg tim yang dikalahkan mu tim yang mainin isak,negative
Jika pelatih lain memulai dri nol percayalah STY mulai dari mines,Tiktok,jika pelatih lain memulai dri nol percayalah sty mulai dari mines,neutral
permainan tarkam,Tiktok,permainan tarkam,negative
"Kalau mereka (ketum dan exco) ny memang tidak berniat mundur, setidaknya dengan gentle mereka harus berani meminta maaf dan mengakui kesalahannya. Begitupun dengan tim kepelatihan, mereka juga harus berani meminta maaf kepada para supporter dan fans serta berani mengakui bahwa mereka belum bisa mewujudkan mimpi kita yaitu lolos piala dunia",Youtube,kalau mereka ketum dan exco ny memang tidak berniat mundur setidaknya dengan gentle mereka harus berani meminta maaf dan mengakui kesalahannya begitupun dengan tim kepelatihan mereka juga harus berani meminta maaf kepada para supporter dan fans serta berani mengakui bahwa mereka belum bisa mewujudkan mimpi kita yaitu lolos piala dunia,negative
"Nanti jg dipakai lagi nih, kan sdh maaf. Dr dulu sdh dikasih kesempatan, nihil semuanya. Piala asia gagal, asean games gagal.",Youtube,nanti jg dipakai lagi nih kan sudah maaf dari dulu sudah dikasih kesempatan nihil semuanya piala asia gagal asean games gagal,neutral
sempaat bangkit dari masa kelam tapi dijatuhkan lagi ke lubang yang sama,Tiktok,sempaat bangkit dari masa kelam tapi dijatuhkan lagi ke lubang yang sama,neutral
"Simple klo ingin memenangkan hati fans Timnas...
 Buktikan di 2 laga di Maret besok.",Youtube,simple klo ingin memenangkan hati fans timnas buktikan di laga di maret besok,positive
"Kalah atau menang bukan kesalahan pemain, bukan karenanya ada yg harus mundur. Yg memang harus mundur adalah karena memang dari dulu kerjaannya memang ga beres, dan kekalahan ini bukan seharusnya menyebabkan seseorang harus mundur. Salam.",Youtube,kalah atau menang bukan kesalahan pemain bukan karenanya ada yang harus mundur yang memang harus mundur adalah karena memang dari dulu kerjaannya memang tidak beres dan kekalahan ini bukan seharusnya menyebabkan seseorang harus mundur salam,negative
