comment,compound,positive,negative,neutral,label
Tolong lah pelatih nya jangan itu2 terus Udah kuno taktik nya,-0.4588,0.32,0.4,0.28,negative
Peaina Hacaur tidka enek di liad bertahan tidak sernagn total juga slah2,-0.7906,0.2,0.44,0.36,negative
Cuma bgitu tendangan myanmar bisa gol aplg tendangan keras kipernya ngelamun level timnas sudah semakin jauh merosot mainya macam kesurupan grasagrusu mules lihat si IS sikit2 sujud aplg jk disorot kamera sujudlah berdoalah gayanya,-0.9201,0.253,0.389,0.359,negative
Masih bagus sty tidak ada pelatih yang sebagus sty Sekarang timnas Indonesia bagaikan sebuah kapal yang kehilangan nahkoda Sudah boleh Erik tohirr turun jabatan karena sudah pusing 7 keliling,-0.9638,0.321,0.513,0.167,negative
Kasian pemain nya tidak berkembang ganti pelatih nya segera benahipssi tidak salah mungkin kasian iba pak kumis sudah bawa emas tahun laluklo sekarang belum juara namanya juga sepakbolaada kalah ada menang evaluasi ganti pelatih kalau bisa park han seo,-0.875,0.36,0.44,0.2,negative
Saya dari awal sudah pesimis karena pelatih timnasnya indra Saprisaya orang awam kalau dilihat diliga saja tidak laku melatihsama PSSI bahkan dipakeinilah hasilnya main kaya tarkamdari juara bertahan sekarang semi final saja tidak masukkasian deh loohterlalu banyak mapianya,-0.4588,0.375,0.386,0.239,negative
Wasit itu yang curang,-0.9682,0.0,1.0,0.0,negative
Jiaaahhhhhh sekelas seagames tidak lolos grup permainan tidak ada indah nya minim taktik walaupun memang,-0.9325,0.298,0.553,0.149,negative
Indrasafri out tidak perlu ngelatih lagi plisss,-0.8402,0.176,0.588,0.235,negative
bner2 malas lihat timnas sekarang permainan gakjelas taktik strategi gkjelas juga,-0.25,0.222,0.278,0.5,negative
Gagal total,-0.7184,0.0,0.833,0.167,negative
Kapan timnas Indonesia akan maju kalau mainnya begitu melulu umpan Sering tidak akurat bawa bola gampang di rebut loyo buat malas nonton nya,-0.8402,0.306,0.429,0.265,negative
dari kmrin saya menunggu jams raven di mainkan tapi bahkan di caraka yang dimainkan hanya lari2 kesana kemari tidak jelas pelatih tidak jelas,-0.9849,0.145,0.618,0.236,negative
Masa kehancuran U23 sekelas Myanmar saja bisa ngacak ngacak pertahanan Indonesia,-0.6124,0.0,0.286,0.714,negative
Kesalahan konyol indra Syafri adalah selalu memainkan mauro zilstra striker penakut yang tidak bisa main bola plus super tumpul coba dari awal memainkan raven pasti hasilnya bedaindra Syafri out,-0.9325,0.299,0.448,0.254,negative
Wooooooeeee PSSSI JAHAMAN KAU DA HANCURKAN SEPAK BOLAAAKAMI,-0.694,0.0,0.403,0.597,negative
Indra safri bobrokberat jadi juara kalau main nya amburadul kayak begini,-0.875,0.208,0.583,0.208,negative
Pemain keturunan seperti pemain liga tarkam ditangan indra safri Memang pelatih yang ngak ada taktik Pelatih yang ngak bisa membaca permainan lawan 1 asia membully timnas indonesia Dari semifinal Asia Sampai ngak lolos sea games,-0.6124,0.354,0.392,0.253,negative
Medioker semua,-0.6124,0.0,0.8,0.2,negative
Klo tidak ganti erick Konoha tidak mngkin maju,-0.875,0.19,0.571,0.238,negative
Oper sana sini tidak jelas lari sana sini tnpa arah Era kegelapan dtng lagi,-0.9001,0.154,0.5,0.346,negative
Biarpun menang counter attack king indonesia jelek amatga seperti dulu permainan king indonesia samgat indah,-0.7269,0.272,0.456,0.272,negative
kecewa banget ma si sapringapain dia lagi yang latihbalikkin lagi STY kalau mau timnas hebat lagi,-0.9517,0.2,0.6,0.2,negative
SETIAP TIMNAS KALAH DAPET CUAN X MEREKA,-0.4588,0.25,0.417,0.333,negative
Timnas kamu 23 makin tidak jelas,-0.4588,0.357,0.429,0.214,negative
Sapri tidak guna Masi saja dipake,-0.875,0.133,0.667,0.2,negative
STY buat Tim Garang INDRA buat Tim kucing Garong,-0.9432,0.167,0.667,0.167,negative
Saya tidak jago main bolatp melihat kualitas mauro yang di gadang2 jadi ujung tombak ternyata buruk sekaligerakannya letoy tidak bisa lari tidak bisa mengolah bolapadahal ini pemain kualitas eropainsting sebagai striker sama sekali tidak adahaseuuuuuuh,-0.9882,0.27,0.57,0.16,negative
lari lari tidak bisa shoot tidak bisa control,-0.9698,0.0,0.872,0.128,negative
Tanpa si pemaen naturalisasi indoneisa cuma sekelas level Filipina,-0.6124,0.0,0.333,0.667,negative
TARGET SEA GAMES 1 EMAS Salah 2 PERAK Salah 3 BALIK BetuL,-0.9001,0.234,0.602,0.163,negative
Setelah shin tae yong di ganti sudah malas nonton timnas,-0.4588,0.333,0.417,0.25,negative
Mainnya jelekmungkin absen nya pemain arema nama lupa dia bagus gocekan tendangan shotnya walau fisik tidak tinggisama Marselinodia punya skill mental yang tinggisayang banget absen,-0.9776,0.193,0.561,0.246,negative
mana foto pangku tangan pas nyender didinding nya pak tohir sty dipecat gagal aff dengan skuat lapis ke 3 ini skuad inti kok semifinal saja enggal Arya Sinulingga errik tohir udahlah kalian itu mafia pebisnis pengusaha sampai sampai mimpi sepakbola ke pildun pun kalian jadikan bisnis mundur saja tidak guna kalian,-0.9001,0.272,0.348,0.38,negative
Indra safrie gagal total,-0.7184,0.0,0.625,0.375,negative
Kadek arel suru tidut saja,-0.6124,0.0,0.5,0.5,negative
jersey nya kurang bagus,-0.25,0.333,0.444,0.222,negative
sty keluar timnas sepak bola indonesia hancur tertawa,-0.25,0.316,0.421,0.263,negative
Mainya kaya cacing,-0.4588,0.333,0.556,0.111,negative
kebanyakan mafia iya begini sudah jelas itu match lawan pilipin kemarin disuru ngalah mainnya kayak,-0.4588,0.4,0.429,0.171,negative
Mundur saja pola permainan tidak ada,-0.25,0.429,0.476,0.095,negative
Evaluasi Pecatt si Indra El Sujud Sapri,-0.6124,0.0,0.4,0.6,negative
Sapri AMPASSIALAN Udah tahu butuh Gol banyak yang di turunin kebanyakan pemain bernaluri bertahanAMPUUNNNAMPUNNN,-0.25,0.41,0.41,0.179,negative
Kalaupun lolos babak selanjutnya juga malu maluin Dah lah ampas saja Mending nonton persib,-0.9584,0.171,0.629,0.2,negative
Sumpah buruk kali skema permainan Indonesia Kualitasnya terlalu jauh sama eropa Apalagi defend dari gol pertama iya ampun jelek parah wkw Tapi tetap selalu saya doakan untuk timnas agar berubah lebih baik,-0.9638,0.3,0.487,0.212,negative
Dulu kata towel throw in adalah permainan tidak berkualitas Eh sekarang dipake si sapri Towel diem saja Bestie ye Selamat atas tidak lolosnya timnas kita Terimakasih pas erik telah membawa timnas Indonesia ke habitat aslinya Heran sama ini negara Pejabat korupsi hukum acakadul eh PSSI nya mafia pula Lengkap ini Indonesia,-0.7184,0.342,0.385,0.274,negative
Seagames GK lolos apalagi piala duniaitulah Ketum pssi plin plan sty diganti hancurlah impian,-0.25,0.19,0.238,0.571,negative
lihat pelatih itu lagi itu lagi bosen,-0.9001,0.296,0.704,0.0,negative
Padahal Timnas Indonesia ini juara bertahan di Sea Games 2023 terus pelatihnya masih si Indra Brugman ini loh terus squad yang di bawa Timnas Indonesia di Sea Games 2023 tidak pakai pemain diaspora sama sekali di Sea Games 2025 bahkan jadi badut,-0.7906,0.2,0.277,0.523,negative
Itulah aku at ditangani pelatih antek mafiaboladan kaki tangan boss judi bolasimana ditaruk muka bangsa inigara gara pelatih lokal yang bebalkita diolok olokbangsa lainkami rakyat Indonesia tidak percaya lagi dgpwlatihlokadan pemainya,-0.9186,0.258,0.403,0.339,negative
Maen seperti ampas saja ditayangin,-0.7184,0.267,0.667,0.067,negative
Udah malas nonton timnasparah pssi nya euymening nonton timnas persib njirampas,-0.7184,0.0,0.333,0.667,negative
Indonesia belum beruntung saja alias sial tahun ini,-0.7184,0.25,0.5,0.25,negative
Gak jelas gaya mainnya kayak apa,-0.7906,0.154,0.615,0.231,negative
Main kayak orang tarkam saja pemain Indonesia Kualitas mereka buruk Main dari menit pertama buru2 Ngejar gol sih iya tapi buru2 banget sampai main lupa 90 menit Asli kayak main tarkam asal takel saja Ivar jennner konyol dia cuma pandai passing ke belakang wajar cuma main di klub kecil,-0.9001,0.368,0.427,0.205,negative
Zainuddin Amali adalah manusia yang paling bertanggung jawab dia lah yang ngotot mencalonkan si Sjafri jadi pelatih kepala timnas Seagames bisa bisa nya pelatih yang sudah gagal berkali kali dan sudah di pecat terpilih kembali di pertandingan ini jelas terlihat pola permainan tidak ada mengandakkan serangan sporadis akal si Sjafri buntu mau spam crossing dan cut back tapi di block kiri kanan Ayo PSSI jadikan si Sjafri yang tidak punya strategy tidak punya akal jadi pelatih abadi timnas biar timnas hancur lebur sekalian,-0.9819,0.344,0.436,0.22,negative
Udahanlah drama drama tidak jelasnya rendahin emosi Bawa balek sty buat nyelesaikan apa yang sudah dimulainya Jangan nanti pas sty balek bahkan mulai dari 0 lagi Udah cukuplah we tolong,-0.975,0.289,0.539,0.171,negative
Selagi ijajah tidak jelas segala lini susah,-0.7906,0.318,0.591,0.091,negative
Main nya tidak jelas,-0.4588,0.417,0.5,0.083,negative
Udh kebaca pasti indonesia akan kalah di sea games karena ingin mengembalikan modal bnyak keluar uang waktu naturalisasi masal,-0.8402,0.2,0.429,0.371,negative
Permainan buruk Ga sedap di tonton Pemilihan pemain yang tidak jelasss selamat untuk kegagalan nya,-0.9517,0.255,0.574,0.17,negative
Sea games pun gagal,-0.875,0.0,0.818,0.182,negative
Semenjak sty di pecat nonton Indonesia sekarang macam nonton tarkam TDK ada tiki Taka macam dulu,-0.25,0.2,0.24,0.56,negative
Tidak pantas sama sekali ikut turnamen ini Kualitas fisik maupun skill lebih unggul Myanmar Bermain tanpa koordinasi dan pola yang jelas tidak perlu disesali kalau keok Gol balasanpun terjadi secara kebetulan bukan hasil kerjasama terorganisir tim Buang2 uang saja memelihara tim dengan kualitas seperti ini,-0.7906,0.395,0.43,0.175,negative
Fix tidak lolos mampus Itu akibat ke egoisan kalian PSSI Ganti semua pengurus PSSI ituexco nya apalagi buat hancur semua ituKPK periksa semua pengurus PSSI itupasti banyak yang masuk itu,-0.9891,0.238,0.607,0.155,negative
Tim pelatih sama PSSI ampas,-0.25,0.444,0.5,0.056,negative
Rencana ET Gatot semuamodar Seandainya indra sjafri bisa dapat perak saya jamin mau di naikin noh menjadi pelatih seniorudah ketebak dari nunda2 umumin nama pelatih baru timnas senior yang katanya dari eropa,-0.9001,0.306,0.444,0.25,negative
dari jaman belanda jajah indonesia ini negara gampang banget dihancurkan dengan taktik Adua Domba kualat kamu pada petinggi2 pssi dan politik lain mamam itu pecat2 sty semua kultur tim hilang dalam semalam,-0.9891,0.188,0.613,0.2,negative
Coach lokal sepertinya indra safrie tidak layak tidak pantas jadi pelatih Timnas Indonesia di kelompok umur yakni U 23 dn kelompok umur lain nya apalgi menjadi pelatih timnas senior sanggat tidak layak dn tidak bagus strategi nya Indra Sjafria GagaL Total,-0.9799,0.308,0.495,0.196,negative
Balikin sty saja anj,-0.6124,0.0,0.571,0.429,negative
Permainan jelek banget Indonesia banyak buang buang peluang akurasi tendangan ke gawang sangat jelek semangat Garuda indonesia,-0.7906,0.341,0.455,0.205,negative
Sapri sujud Indonesia tidak lolos sujud karena dapat DUIT Pri Pri lebih baik jualan NasPad tidak perlu latih Bola tidak Pantessss,-0.9325,0.327,0.491,0.182,negative
Knp raven tidak main babak pertama bodoh kan astaga kecewaa lagi,-0.875,0.25,0.536,0.214,negative
Mencret lah,-0.7184,0.0,0.833,0.167,negative
Pak Erick Bung Justin Bung Towel Bung Arya sinulingga dan kawan-kawan bahagia lihat ini Jadi marilah kita ikut bahagia Move on dari Mr STY Karna Mr Sty hanya dibantu pemain Naturalisasi dan tidak belajar bahasa Ingrris,-0.6124,0.333,0.36,0.307,negative
Salut buat bang kumis sapri Anda sakti sekali iya Ordal Tiipan Uda jelas terbukti gagal di banyak turnamen seperti Toulon Cup U20 2024 Seoul Earth On Us Cup 2024 Mandiri U20 Challenge Series Piala asia U20 2025 kok iya masih saja di tunjuk jadi pelatih sea games iya Skrg malahan buat timnas tersingkir di babak awal seagames Selamat buat anda yang telah membawa timnas kita kembali ke jaman batu lagi,-0.9638,0.276,0.381,0.343,negative
Respect terhadap pemain dan pelatih yang fighting spiritnya luar biasa meski jelek dalam skema Biar bagaimana pun Coach IS pernah mempersembahkan emas seagames Ini bukanlah akhir segalanya Semangatt timnas,-0.9081,0.27,0.428,0.302,negative
Terimakasih punggawa Garuda muda Kami bangga atas perjuanganmu Tetap semangat Meskipun kalian tidak dapat materi latihan dari pelatih terbaik Kalian hanya jadi kambing hitam bukan kuda hitam,-0.9186,0.386,0.523,0.091,negative
TIMNAS ASU LEVELMU HANYA TIMOR LESTE,-0.6124,0.0,0.444,0.556,negative
erik out,-0.6124,0.0,0.8,0.2,negative
titik terendah sebuah tim adalah kewalahan lawan myanmar dan laos,-0.9186,0.095,0.619,0.286,negative
Mental tempe Ga ada mental menang Individualis semua mainnya Bukan salah pelatih tapi salah para pemain yang egois Awut2 an kayak tarkam,-0.975,0.262,0.585,0.154,negative
Luar biasa Selamat atas PERTAMA KALI TIDAK LOLOS SEMIFINAL SEAGAMES DLM 15 TAHUN,-0.8877,0.261,0.507,0.232,negative
dari semifinalis piala asia u23 sampai jadi ampas di selevel2 seagames,-0.6124,0.25,0.4,0.35,negative
Anjir banner iklannya kurang gede itu kalau bisa ditutupi sekalian saja seluruh layar biar makin tidak bisa ditonton highlightnya,-0.9001,0.256,0.487,0.256,negative
Timnas seperti ini yang diinginkan Towel dan kawan-kawan,-0.8402,0.0,0.571,0.429,negative
Diam adalah luapan kekecewaan dan ketidakpedulian yang tidak terbatas,-0.9186,0.231,0.615,0.154,negative
Sumpahkl didepan gawang tim indonesia persis main tarkam,-0.4588,0.214,0.357,0.429,negative
Woolah sedih sedih bagaimana begitu itulah PSSI,-0.9325,0.0,0.706,0.294,negative
Erik tohir suruh golin,-0.7906,0.0,0.778,0.222,negative
inilah yang diinginkan exco dan pssi kembali ke setelan pabrikkalau bisa mundur buat apa maju,-0.875,0.083,0.417,0.5,negative
Biasa nonton timnas era sin balik ke sini jadi kaya tarkam skrng pindah tontonan ke PERSIB saya,-0.25,0.333,0.333,0.333,negative
Gaya bermain sepak bola adalah gambaran suatu bangsa,-0.6124,0.0,0.364,0.636,negative
Jauh levelnya diera StY,-0.7184,0.0,0.625,0.375,negative
Mantappp Setelah kesuksesan sea games Coach indra safri langsung naik kelas melatih timnas senior,-0.4588,0.25,0.333,0.417,negative
Batas kesabaran supporter timnas tidak lagi meluapkan emosi tapi diam dan tidak peduli,-0.4404,0.443,0.464,0.093,negative
Erik tohir inikah timnas yang kamu inginkan,-0.9001,0.0,0.667,0.333,negative
Jadi Ternyata inilah era yang di impikan Entah berapa ratus tahun lagi bisa sama seperti era sty mode U23 AFC,-0.9001,0.167,0.444,0.389,negative
RIP timnas u22 smoga tenang dialam sana hihihi,-0.186,0.32,0.359,0.32,negative
apresiasi sebesar besar nya kepada pemain terima kasih atas perjuangan kalian kalian hebat tapi tidak untuk staff kepelatihan dan federasinya,-0.7184,0.275,0.375,0.35,negative
Liburin liga FIFA MATCHDAY dipakai U23 demi fokus sea games hasilnya lolos grup saja tidak,-0.9584,0.118,0.588,0.294,negative
Pertandingan internasional rasa tarkam Bikin emosi saja nontonnya,-0.4588,0.25,0.438,0.312,negative
Seperti kembali ke masa kegelapan lagi ini ubah lah konsepnya cara melatih pemain nya agar lbh terkonsep,-0.9325,0.0,0.519,0.481,negative
Banyak pemain titipan yang harus dimainkan,-0.9325,0.182,0.727,0.091,negative
Era kegelapan muncul lagi,-0.4588,0.25,0.5,0.25,negative
Tetap smangat timnas garuda telah berjuang skuat tenanga dn kmampuan Blum bruntung untuk lolos,-0.25,0.19,0.238,0.571,negative
Andai tidak kebobolan di awal Lolos kita,-0.7906,0.3,0.55,0.15,negative
Timnas Paling Ampas ini mah,-0.6124,0.0,0.5,0.5,negative
Jaman STY U23 hampir masuk Olympiadeskrng lolos SEA GAMES level ASEAN tidak lolosTowel seneng ini,-0.9186,0.176,0.529,0.294,negative
Towel jackpot lagi wd,-0.0772,0.381,0.412,0.206,negative
Permainan seperti obak sodor,-0.25,0.0,0.4,0.6,negative
Jdi timnas muda ggal lolos ini,-0.8402,0.0,0.667,0.333,negative
Gol pertama Myanmar itu penyakit pemain Lokal kita selalu fokus ke bola tidak lihat pergerakan lawan,-0.7184,0.35,0.45,0.2,negative
LUAR BIASAAAA hebat sekali kepelatihan pak kumis sangat membanggakan berkat strateginya timnas TIDAK LOLOS semifinal,-0.8877,0.197,0.475,0.328,negative
Dari dulu masukkan timnas senior masukkan raven masukkan raven ini anak ambisius untuk jadi straiker predator,-0.9001,0.077,0.462,0.462,negative
Inilah timnas yang sebenarnya,-0.25,0.385,0.462,0.154,negative
Skornya sama dengan tanggal ulang tahun ku Desember 13,-0.25,0.25,0.312,0.438,negative
Kok berasa permainannya kayaq main dikampung hampir semua yang dpat bola mau Suting semua,-0.8402,0.265,0.5,0.235,negative
INI LAH GAMBARAN DARI LOKAL PRET,-0.6124,0.0,0.444,0.556,negative
Era mafia kembali,-0.7906,0.0,0.75,0.25,negative
sisapri kemarin Jen raven di cadangin bahkan maenin Arjuna pemain tarkam,-0.6124,0.0,0.286,0.714,negative
Layak tidak lolos karena tujuannya bukan mau lolos hanya main bola saja,-0.9682,0.277,0.681,0.043,negative
Yang masang iklan IQ nya 65,-0.7906,0.0,0.545,0.455,negative
Kembali ke mode awal Goal nya kalau tidak bola mati bola liar Ketemu tim yang mainnya taktis dan rapi habis kita,-0.743,0.351,0.435,0.214,negative
Kadek2 kepala atau apa tu,-0.6124,0.0,0.5,0.5,negative
Minim stategi harus nya jens reven starter bahkan di cadangin Liat pas masuk jens riven 2 goal di sumbangkan,-0.8402,0.206,0.412,0.382,negative
Raven semangatnya luar biasaandai dia main dari awal babak 2 kayaknya bisa lolos kita,-0.9584,0.176,0.647,0.176,negative
Dari pemilihan pemain berpengaruh pada mental dan karakter pemain,-0.9186,0.167,0.667,0.167,negative
Timnas yang di inginkan bung towell,-0.7906,0.0,0.545,0.455,negative
Pelatihnya itu saja Kalau tidak indra safri nova bima sakti,-0.9432,0.0,0.714,0.286,negative
Sebuah kemunduran,-0.7906,0.0,0.857,0.143,negative
Kita lihat sejauh apa timnas tanpa ayah saya karma is real,-0.25,0.318,0.364,0.318,negative
INDONESIA kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah NEGARA LAIN menang menang menang menang menang menang menang menang menang menang,-0.9945,0.338,0.648,0.014,negative
Kenapa Jens Raven tidak dimainkan sebagai starter dari awal waktu lawan Philipina Coach,-0.9001,0.185,0.519,0.296,negative
Masih harapin gol dari lempar lembing adu,-0.6124,0.25,0.5,0.25,negative
Ada yang nyender ini,-0.25,0.385,0.462,0.154,negative
Liga sudah libur Tc smpe 1 bulan Pke pemain abroad Cm ditarget perak Hasilnya Kalah 10 dari filipina Gagal lolos grub Yg katanya generasi emas dan punya tim kepelatihan terbaik,-0.9517,0.282,0.507,0.211,negative
Musuh terberat bukan orang luar negeri tapi orang dalam negeri,-0.7184,0.2,0.45,0.35,negative
Mending nnton futsal kelas main nya tidak buat kita emosi timnas futsal indonesia juga salah satu yang di takuti di asia,-0.8402,0.327,0.429,0.245,negative
iklannya kurang gede,-0.25,0.375,0.5,0.125,negative
Info open fight dng pengurus pssi,-0.765,0.241,0.639,0.12,negative
Mulai dari penanganan bencana sampai sepakbola tidak ada yang beres negara ini,-0.9325,0.316,0.579,0.105,negative
Bingung mau komentar apa Padal uji coba lawan India yang peringkatnya di atas kita kita bisa ngimbangin ini yang tim selevel di ajang ini bahkan kalah semoga lekas membaik,-0.9818,0.225,0.549,0.225,negative
